x,y,z
-4.0, -50.0, -50.0
-2.0, -48.0, -48.0
-2.0, -48.0, -48.0
-1.0, -48.0, -48.0
-1.0, -48.0, -48.0
-1.0, -47.0, -47.0
-1.0, -46.0, -46.0
-1.0, -46.0, -46.0
0.0, -47.0, -47.0
0.0, -47.0, -47.0
0.0, -44.0, -44.0
0.0, -44.0, -44.0
3.0, -45.0, -45.0
3.0, -45.0, -45.0
2.0, -43.0, -43.0
3.0, -42.0, -42.0
3.0, -42.0, -42.0
3.0, -42.0, -42.0
3.0, -42.0, -42.0
4.0, -40.0, -40.0
5.0, -39.0, -39.0
5.0, -39.0, -39.0
6.0, -39.0, -39.0
6.0, -39.0, -39.0
6.0, -37.0, -37.0
6.0, -37.0, -37.0
6.0, -36.0, -36.0
6.0, -36.0, -36.0
7.0, -35.0, -35.0
7.0, -33.0, -33.0
7.0, -33.0, -33.0
8.0, -32.0, -32.0
8.0, -32.0, -32.0
7.0, -31.0, -31.0
7.0, -31.0, -31.0
7.0, -30.0, -30.0
8.0, -30.0, -30.0
8.0, -30.0, -30.0
8.0, -26.0, -26.0
8.0, -26.0, -26.0
6.0, -27.0, -27.0
6.0, -27.0, -27.0
6.0, -23.0, -23.0
7.0, -25.0, -25.0
7.0, -25.0, -25.0
6.0, -23.0, -23.0
6.0, -23.0, -23.0
7.0, -22.0, -22.0
7.0, -22.0, -22.0
6.0, -20.0, -20.0
4.0, -19.0, -19.0
4.0, -19.0, -19.0
4.0, -18.0, -18.0
4.0, -18.0, -18.0
3.0, -18.0, -18.0
3.0, -18.0, -18.0
4.0, -17.0, -17.0
4.0, -17.0, -17.0
1.0, -16.0, -16.0
1.0, -15.0, -15.0
1.0, -15.0, -15.0
0.0, -14.0, -14.0
0.0, -14.0, -14.0
0.0, -15.0, -15.0
0.0, -15.0, -15.0
-1.0, -12.0, -12.0
-2.0, -13.0, -13.0
-2.0, -13.0, -13.0
-2.0, -14.0, -14.0
-2.0, -14.0, -14.0
-5.0, -12.0, -12.0
-5.0, -12.0, -12.0
-6.0, -11.0, -11.0
-6.0, -11.0, -11.0
-6.0, -12.0, -12.0
-7.0, -11.0, -11.0
-7.0, -11.0, -11.0
-8.0, -11.0, -11.0
-8.0, -11.0, -11.0
-10.0, -12.0, -12.0
-12.0, -11.0, -11.0
-12.0, -11.0, -11.0
-12.0, -12.0, -12.0
-12.0, -12.0, -12.0
-13.0, -12.0, -12.0
-13.0, -12.0, -12.0
-14.0, -13.0, -13.0
-14.0, -13.0, -13.0
-15.0, -15.0, -15.0
-15.0, -15.0, -15.0
-16.0, -13.0, -13.0
-18.0, -15.0, -15.0
-18.0, -15.0, -15.0
-18.0, -15.0, -15.0
-18.0, -15.0, -15.0
-17.0, -14.0, -14.0
-19.0, -15.0, -15.0
-19.0, -15.0, -15.0
-19.0, -16.0, -16.0
-19.0, -16.0, -16.0
-19.0, -15.0, -15.0
-19.0, -15.0, -15.0
-20.0, -16.0, -16.0
-20.0, -16.0, -16.0
-21.0, -16.0, -16.0
-20.0, -15.0, -15.0
-20.0, -15.0, -15.0
-21.0, -17.0, -17.0
-21.0, -17.0, -17.0
-22.0, -16.0, -16.0
-22.0, -16.0, -16.0
-22.0, -16.0, -16.0
-23.0, -17.0, -17.0
-23.0, -17.0, -17.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-21.0, -17.0, -17.0
-21.0, -17.0, -17.0
-22.0, -19.0, -19.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-21.0, -17.0, -17.0
-21.0, -17.0, -17.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-22.0, -18.0, -18.0
-24.0, -17.0, -17.0
-24.0, -17.0, -17.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-22.0, -18.0, -18.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-23.0, -19.0, -19.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-23.0, -19.0, -19.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-23.0, -21.0, -21.0
-23.0, -21.0, -21.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-22.0, -17.0, -17.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-24.0, -19.0, -19.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-23.0, -19.0, -19.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-22.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -17.0, -17.0
-23.0, -17.0, -17.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-24.0, -19.0, -19.0
-22.0, -17.0, -17.0
-22.0, -17.0, -17.0
-24.0, -17.0, -17.0
-24.0, -17.0, -17.0
-22.0, -19.0, -19.0
-24.0, -17.0, -17.0
-24.0, -17.0, -17.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-23.0, -20.0, -20.0
-23.0, -20.0, -20.0
-23.0, -20.0, -20.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -17.0, -17.0
-23.0, -17.0, -17.0
-24.0, -19.0, -19.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-24.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-24.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-23.0, -20.0, -20.0
-23.0, -20.0, -20.0
-24.0, -20.0, -20.0
-24.0, -16.0, -16.0
-24.0, -16.0, -16.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-23.0, -18.0, -18.0
-24.0, -18.0, -18.0
-24.0, -18.0, -18.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-24.0, -20.0, -20.0
-23.0, -19.0, -19.0
-23.0, -19.0, -19.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-22.0, -18.0, -18.0
-24.0, -18.0, -18.0
-22.0, -19.0, -19.0
-22.0, -19.0, -19.0
-24.0, -19.0, -19.0
-24.0, -19.0, -19.0
-22.0, -18.0, -18.0
